<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2006.05.01	1.82360	1.90270	1.82050	1.87200	242473	0	30
2006.06.01	1.87210	1.88820	1.80890	1.84930	228884	0	30
2006.07.01	1.84760	1.86920	1.81760	1.86790	214041	0	30
2006.08.01	1.86790	1.91460	1.86260	1.90410	240277	0	30
2006.09.01	1.90390	1.90840	1.86010	1.87190	257581	0	30
2006.10.01	1.87470	1.90970	1.85170	1.90780	205478	0	30
2006.11.01	1.90760	1.96970	1.88350	1.96520	189054	0	30
2006.12.01	1.96530	1.98460	1.94330	1.95790	171473	0	30
2007.01.01	1.96130	1.99130	1.92600	1.96400	206030	0	20
2007.02.01	1.96430	1.97460	1.94000	1.96290	140644	0	20
2007.03.01	1.96280	1.97240	1.91840	1.96720	150907	0	20
2007.04.01	1.96910	2.01320	1.95910	1.99950	115212	0	20
2007.05.01	1.99930	2.00720	1.96770	1.98020	116734	0	20
2007.06.01	1.97990	2.00840	1.96200	2.00770	117065	0	20
2007.07.01	2.00840	2.06520	2.00570	2.02950	165497	0	20
2007.08.01	2.02960	2.04620	1.96520	2.01660	260320	0	20
2007.09.01	2.01660	2.04670	1.98790	2.04570	202003	0	20
2007.10.01	2.04720	2.08220	2.02440	2.08020	215033	0	20
2007.11.01	2.08000	2.11610	2.03520	2.05600	262447	0	20
2007.12.01	2.05580	2.06770	1.97550	1.98420	197883	0	20
2008.01.01	1.98130	1.99570	1.93370	1.98810	305281	0	20
2008.02.01	1.98870	1.99710	1.93610	1.98690	253471	0	20
2008.03.01	1.98580	2.03910	1.97200	1.98330	309004	0	20
2008.04.01	1.98290	2.00480	1.95990	1.98750	310410	0	20
2008.05.01	1.98760	1.99080	1.93630	1.98110	267488	0	20
2008.06.01	1.97660	1.99660	1.94080	1.99350	269388	0	20
2008.07.01	1.99330	2.01580	1.96470	1.98330	275708	0	20
2008.08.01	1.98330	1.98410	1.81740	1.82260	281161	0	20
2008.09.01	1.81100	1.86680	1.74460	1.78350	483837	0	20
2008.10.01	1.78380	1.78730	1.52690	1.60800	699875	0	20
2008.11.01	1.61010	1.63970	1.45570	1.54150	521311	0	20
2008.12.01	1.53810	1.57220	1.43540	1.45370	387726	0	20
2009.01.01	1.46080	1.53720	1.35030	1.44790	564979	0	20
2009.02.01	1.44380	1.49845	1.40510	1.43199	693919	0	20
2009.03.01	1.42690	1.47785	1.36542	1.43231	1020019	0	20
2009.04.01	1.43221	1.50662	1.42721	1.47781	969314	0	20
2009.05.01	1.47780	1.61960	1.47531	1.61550	1336816	0	20
2009.06.01	1.61820	1.67427	1.58020	1.64640	1511323	0	20
2009.07.01	1.64638	1.67320	1.59850	1.67020	550965	0	20
2009.08.01	1.68610	1.70430	1.61540	1.62860	311281	0	20
2009.09.01	1.62840	1.67410	1.57700	1.60060	560270	0	20
2009.10.01	1.60050	1.66920	1.57080	1.64406	365906	0	20
2009.11.01	1.63928	1.68752	1.62617	1.64468	1249167	0	15
2009.12.01	1.64473	1.67206	1.58294	1.61443	1101869	0	15
2010.01.01	1.61210	1.64561	1.58961	1.59952	1130391	0	20
2010.02.01	1.59464	1.60681	1.51518	1.52443	1126805	0	15
2010.03.01	1.51539	1.53816	1.47838	1.51769	1184097	0	15
2010.04.01	1.51771	1.55218	1.51251	1.52991	1096194	0	15
2010.05.01	1.53120	1.53145	1.42323	1.45361	1452781	0	15
2010.06.01	1.45356	1.51280	1.43456	1.49393	1395474	50746850000	10
2010.07.01	1.49395	1.57200	1.48730	1.57072	1039538	75717770000	8
2010.08.01	1.57250	1.59970	1.53264	1.53490	913644	0	15
2010.09.01	1.53487	1.59214	1.52964	1.57104	857980	0	15
2010.10.01	1.57106	1.61054	1.56494	1.60408	1118885	0	10
2010.11.01	1.60438	1.62980	1.54842	1.55568	1821605	0	15
2010.12.01	1.55570	1.59096	1.53446	1.55934	1844642	0	7
2011.01.01	1.55431	1.60577	1.54057	1.60110	1925415	0	7
2011.02.01	1.60112	1.62767	1.59626	1.62644	1532127	0	15
2011.03.01	1.62644	1.64001	1.59357	1.60388	1878589	0	10
2011.04.01	1.60387	1.67449	1.59717	1.67063	1500019	10714850000	8
2011.05.01	1.67070	1.67371	1.60335	1.64500	1403980	0	8
2011.06.01	1.64501	1.64949	1.59116	1.60403	1667111	0	15
2011.07.01	1.60404	1.64695	1.57807	1.64244	1803677	16105772000	8
2011.08.01	1.63904	1.66174	1.61101	1.62477	2185153	186096979001	4
2011.09.01	1.62477	1.62548	1.53271	1.56053	2254570	0	7
2011.10.01	1.55717	1.61641	1.52721	1.60778	2262622	0	4
2011.11.01	1.60778	1.61291	1.54228	1.56948	2175894	0	8
2011.12.01	1.56948	1.57731	1.53616	1.55320	1665910	0	4
2012.01.01	1.54937	1.57952	1.52358	1.57645	1739175	0	4
2012.02.01	1.57644	1.59908	1.56445	1.59198	1668334	0	4
2012.03.01	1.59199	1.60357	1.56024	1.59930	1426599	0	9
2012.04.01	1.60062	1.63006	1.58042	1.62357	1367730	0	9
2012.05.01	1.62357	1.62464	1.53597	1.54027	1633637	0	4
2012.06.01	1.54026	1.57764	1.52677	1.56674	1810770	0	10
2012.07.01	1.56956	1.57668	1.53927	1.56730	1515574	0	10
2012.08.01	1.56730	1.59113	1.54898	1.58780	1403777	0	4
2012.09.01	1.58808	1.63086	1.58258	1.61374	1327161	0	10
2012.10.01	1.61544	1.62161	1.59126	1.61314	1324542	0	3
2012.11.01	1.61311	1.61743	1.58274	1.60287	1165235	0	4
2012.12.01	1.60221	1.63061	1.60016	1.62409	986051	0	4
2013.01.01	1.62426	1.63806	1.56742	1.58587	1190503	0	2
2013.02.01	1.58588	1.58782	1.50803	1.51669	910014	0	5
2013.03.01	1.51672	1.52599	1.48287	1.51897	868325	0	1
2013.04.01	1.51970	1.55673	1.50332	1.55351	969812	0	1
2013.05.01	1.55353	1.56051	1.50081	1.51934	1117718	0	1
2013.06.01	1.51975	1.57510	1.51654	1.52086	1190781	0	5
2013.07.01	1.52068	1.54351	1.48133	1.51975	1226348	0	1
2013.08.01	1.52037	1.57170	1.51024	1.54928	1006964	0	1
2013.09.01	1.55180	1.62024	1.55054	1.61837	766722	0	1
2013.10.01	1.61838	1.62599	1.58938	1.60427	820447	0	1
2013.11.01	1.60429	1.63841	1.58539	1.63674	785022	0	1
2013.12.01	1.63739	1.65778	1.62175	1.65649	749001	0	1
2014.01.01	1.65623	1.66680	1.63090	1.64410	849506	0	1
2014.02.01	1.64296	1.68223	1.62519	1.67498	794542	0	1
2014.03.01	1.67414	1.67855	1.64652	1.66630	1310861	0	1
2014.04.01	1.66629	1.69006	1.65536	1.68741	993131	0	1
2014.05.01	1.68739	1.69961	1.66925	1.67614	839381	0	1
2014.06.01	1.67599	1.71136	1.66988	1.71085	882660	0	1
2014.07.01	1.71086	1.71898	1.68562	1.68831	1022408	0	1
2014.08.01	1.68830	1.68923	1.65366	1.65973	1075629	0	1
2014.09.01	1.65895	1.66435	1.60520	1.62149	1766185	0	1
2014.10.01	1.62149	1.62521	1.58750	1.59960	1843478	0	1
2014.11.01	1.59725	1.60212	1.55897	1.56287	1690913	23109600000	1
2014.12.01	1.56405	1.57852	1.54854	1.55801	1780208	1621808881000	1
2015.01.01	1.55440	1.55467	1.49503	1.50536	1695340	16422778000	1
2015.02.01	1.50933	1.55516	1.49883	1.54464	1441743	0	1
2015.03.01	1.54151	1.54281	1.46347	1.48164	1809042	0	1
2015.04.01	1.48174	1.54977	1.45650	1.53524	1917813	0	2
2015.05.01	1.53489	1.58139	1.50897	1.52943	1812457	0	1
2015.06.01	1.52923	1.59292	1.51695	1.57065	3093611	0	1
2015.07.01	1.57036	1.57322	1.53297	1.56251	3321948	861381650000	4
2015.08.01	1.56289	1.58186	1.53348	1.53415	3113681	2724474454000	4
2015.09.01	1.53384	1.56579	1.51068	1.51260	2720300	2593922591000	4
2015.10.01	1.51260	1.55088	1.51064	1.54185	2625091	2572254653000	4
2015.11.01	1.54449	1.54971	1.49932	1.50556	2503517	2428376466000	8
2015.12.01	1.50534	1.52391	1.47313	1.47317	2625121	2499578424000	7
2016.01.01	1.47306	1.48152	1.40790	1.42357	2913620	2769934874000	2
2016.02.01	1.42384	1.46679	1.38351	1.39122	3638214	3577189135000	10
2016.03.01	1.39123	1.45139	1.39037	1.43613	3155371	3100889724000	4
2016.04.01	1.43584	1.46706	1.40047	1.46009	3074399	3257534122000	4
2016.05.01	1.45863	1.47691	1.43318	1.44792	3071146	3475978555000	11
2016.06.01	1.44756	1.50171	1.31197	1.33091	3601265	3970744435000	11
2016.07.01	1.33017	1.34801	1.27950	1.32350	2968281	3123008726000	11
2016.08.01	1.32190	1.33712	1.28650	1.31369	2460917	2255938928000	11
2016.09.01	1.31398	1.34445	1.29145	1.29771	2656528	2259494436000	11
2016.10.01	1.29171	1.29459	1.14754	1.22381	2857898	2027035815000	11
2016.11.01	1.22383	1.26730	1.22052	1.25041	3380836	2598382396000	11
2016.12.01	1.25031	1.27742	1.19594	1.23111	2368213	1327017268000	11
2017.01.01	1.23260	1.26731	1.19864	1.25753	3223438	1943110751000	11
2017.02.01	1.25778	1.27057	1.23463	1.23805	2608775	1773728098000	11
2017.03.01	1.23745	1.26148	1.21087	1.25339	2841134	2039859150000	11
2017.04.01	1.25420	1.29647	1.23654	1.29504	2185541	1550325086000	11
2017.05.01	1.29321	1.30470	1.27684	1.28878	2587390	1968546364000	11
2017.06.01	1.28878	1.30293	1.25885	1.30158	2127949	162470657000	11
2017.07.01	1.30044	1.32114	1.28113	1.32103	1898637	0	11
2017.08.01	1.32100	1.32677	1.27736	1.29286	1917520	0	11
2017.09.01	1.29222	1.36559	1.29048	1.34074	2312118	862992000	1
2017.10.01	1.33693	1.34019	1.30270	1.32823	1754946	0	1
2017.11.01	1.32817	1.35487	1.30392	1.35237	1673549	0	1
2017.12.01	1.35237	1.35492	1.32851	1.35196	2359871	0	1
2018.01.01	1.35053	1.43452	1.34579	1.41878	4166231	0	1
2018.02.01	1.41878	1.42781	1.37566	1.37594	3852175	0	1
2018.03.01	1.37596	1.42444	1.37115	1.40271	3422079	0	1
2018.04.01	1.40126	1.43762	1.37122	1.37552	1746269	0	1
2018.05.01	1.37552	1.37725	1.32040	1.32933	2354472	0	1
2018.06.01	1.32929	1.34723	1.30491	1.31899	2172097	0	1
2018.07.01	1.31941	1.33627	1.29573	1.31219	2037915	0	1
2018.08.01	1.31194	1.31438	1.26611	1.29673	1859672	0	3
2018.09.01	1.29139	1.32979	1.27848	1.30436	1665348	0	3
2018.10.01	1.30380	1.32572	1.26936	1.27679	2582710	0	3
2018.11.01	1.27679	1.31740	1.27223	1.27427	2366220	0	3
2018.12.01	1.27430	1.28393	1.24756	1.27443	2260062	0	3
2019.01.01	1.27302	1.32104	1.23953	1.31080	2194127	0	3
2019.02.01	1.31101	1.33494	1.27722	1.32607	1797041	0	4
2019.03.01	1.32609	1.33807	1.29594	1.30171	2283465	0	4
2019.04.01	1.30381	1.31955	1.28650	1.30314	1971183	0	3
2019.05.01	1.30358	1.31760	1.25583	1.26336	1908543	0	5
2019.06.01	1.26291	1.27832	1.25053	1.26956	1961833	0	4
2019.07.01	1.26943	1.27050	1.21190	1.21594	1564847	0	2
2019.08.01	1.21563	1.23093	1.20148	1.21499	2103740	0	2
2019.09.01	1.21395	1.25813	1.19579	1.22865	1641372	0	2
2019.10.01	1.22865	1.30120	1.21950	1.29264	1659705	0	1
2019.11.01	1.29264	1.29850	1.27684	1.29313	993880	0	1
2019.12.01	1.29088	1.35143	1.28957	1.32448	1075648	0	2
2020.01.01	1.32090	1.32305	1.29541	1.31959	1194827	0	1
2020.02.01	1.31701	1.31841	1.27255	1.27937	1301796	0	1
2020.03.01	1.27918	1.31997	1.14098	1.24163	3010259	0	1
2020.04.01	1.24219	1.26471	1.21645	1.25900	1864434	0	1
2020.05.01	1.25891	1.25998	1.20739	1.23101	1226446	0	1
2020.06.01	1.23231	1.28129	1.22509	1.24000	1607044	0	1
2020.07.01	1.23991	1.31699	1.23589	1.30922	1070568	0	1
2020.08.01	1.30751	1.33952	1.29808	1.33677	1012343	0	1
2020.09.01	1.33670	1.34820	1.26748	1.29165	1171669	0	1
2020.10.01	1.29170	1.31764	1.28185	1.29530	1075659	0	1
2020.11.01	1.29216	1.33978	1.28535	1.33224	2082569	0	1
2020.12.01	1.33201	1.36863	1.31338	1.36745	1994148	0	1
2021.01.01	1.36452	1.37586	1.34508	1.37091	1809574	0	1
2021.02.01	1.37029	1.42409	1.35647	1.39455	1829156	0	1
2021.03.01	1.39284	1.40165	1.36698	1.37797	2218602	0	2
2021.04.01	1.37816	1.40087	1.36684	1.38156	1137474	0	1
2021.05.01	1.38146	1.42338	1.38012	1.42130	719924	0	1
2021.06.01	1.42130	1.42488	1.37861	1.38281	743645	0	1
2021.07.01	1.38293	1.39832	1.35719	1.38921	939313	0	1
2021.08.01	1.38974	1.39575	1.36021	1.37535	528534	0	1
2021.09.01	1.37490	1.39130	1.34115	1.34731	677958	0	1
2021.10.01	1.34706	1.38344	1.34335	1.36804	752558	0	1
2021.11.01	1.36822	1.36984	1.31946	1.32953	876284	0	1
2021.12.01	1.32960	1.35501	1.31605	1.35293	727544	0	1
2022.01.01	1.35268	1.37485	1.33580	1.34467	767534	0	1
2022.02.01	1.34467	1.36436	1.32728	1.34171	1007914	0	1
2022.03.01	1.34148	1.34373	1.29994	1.31463	1905085	0	1
2022.04.01	1.31464	1.31666	1.24115	1.25769	1560339	0	1
2022.05.01	1.25810	1.26670	1.21557	1.26100	2002519	0	1
2022.06.01	1.26100	1.26164	1.19336	1.21668	3097484	0	1
2022.07.01	1.21671	1.22457	1.17596	1.21709	2999725	0	1
2022.08.01	1.21709	1.22934	1.15990	1.16133	2880191	0	1
2022.09.01	1.16133	1.17379	1.03501	1.11533	3657591	0	1
2022.10.01	1.11625	1.16458	1.09230	1.14697	4432394	0	1
2022.11.01	1.14697	1.21538	1.11448	1.20569	4018857	0	1
2022.12.01	1.20572	1.24464	1.19923	1.20930	3406791	0	1
2023.01.01	1.20767	1.24479	1.18412	1.23157	3171483	0	1
2023.02.01	1.23157	1.24014	1.19150	1.20285	2611893	0	1
2023.03.01	1.20298	1.24231	1.18027	1.23303	2699203	0	1
2023.04.01	1.23242	1.25838	1.22743	1.25561	1588460	0	1
2023.05.01	1.25561	1.26797	1.23079	1.24427	1667353	0	1
2023.06.01	1.24427	1.28479	1.23684	1.26944	1873856	0	1
2023.07.01	1.26943	1.31421	1.26583	1.28376	1589916	0	1
2023.08.01	1.28375	1.28387	1.25480	1.26712	1653474	0	1
2023.09.01	1.26711	1.27120	1.21102	1.22023	1332979	0	1
2023.10.01	1.21799	1.23373	1.20371	1.21506	1616057	0	1
2023.11.01	1.21506	1.27329	1.20956	1.26261	1401401	0	1
2023.12.01	1.26249	1.28274	1.25002	1.27338	1486496	0	1
2024.01.01	1.27196	1.27854	1.25964	1.26858	1721134	0	1
2024.02.01	1.26862	1.27721	1.25182	1.26233	1461277	0	1
2024.03.01	1.26233	1.28932	1.25750	1.26256	1269882	0	1
2024.04.01	1.26256	1.27091	1.22992	1.24917	1598121	0	1
2024.05.01	1.24917	1.28004	1.24460	1.27418	1496070	0	1
2024.06.01	1.27349	1.28605	1.26124	1.26498	1408043	0	1
2024.07.01	1.26499	1.30440	1.26153	1.28566	1472579	0	1
2024.08.01	1.28566	1.32659	1.26647	1.31298	1923569	0	1
2024.09.01	1.31294	1.34341	1.30019	1.33802	2299328	0	1
2024.10.01	1.33803	1.33898	1.28434	1.29021	2487476	0	1
2024.11.01	1.29023	1.30478	1.24871	1.27339	2798485	0	1
2024.12.01	1.27263	1.28112	1.24748	1.25147	2253266	0	1
2025.01.01	1.25051	1.25757	1.20994	1.23914	2952184	0	1
2025.02.01	1.23047	1.27158	1.22491	1.25783	2500138	0	1
2025.03.01	1.25808	1.30146	1.25779	1.29191	2346170	0	1
2025.04.01	1.29191	1.34439	1.27083	1.33217	3529611	0	1
2025.05.01	1.33211	1.35930	1.31397	1.34565	1376513	0	1
2025.06.01	1.34612	1.37706	1.33702	1.37308	1271224	0	1
2025.07.01	1.37309	1.37886	1.31852	1.32074	1339052	0	1
2025.08.01	1.32068	1.35945	1.31400	1.35030	1138313	0	1
2025.09.01	1.35030	1.37260	1.33230	1.34418	1265710	0	7
2025.10.01	1.34417	1.35270	1.30964	1.31431	1425301	0	7
2025.11.01	1.31256	1.32678	1.30094	1.32386	1235364	0	5
2025.12.01	1.32387	1.35340	1.31793	1.34732	1410205	0	5
2026.01.01	1.34636	1.38687	1.33384	1.36830	1456905	0	5
2026.02.01	1.36878	1.37329	1.34338	1.34776	1303754	0	5
2026.03.01	1.34019	1.34831	1.31586	1.32431	2182251	0	5
2026.04.01	1.32426	1.34841	1.31779	1.34238	654929	0	3
